InternetSales,InternetSales_data2,ROWS,16,4,15100390,44,8404992,2237,0,0,0,0,0,2237,104857600,0x00000000000013EC
InternetSales,InternetSales_data1,ROWS,16,3,15100390,37,8159232,1824,0,0,0,0,0,1824,104857600,0x00000000000012D0
InternetSales,InternetSales_log,LOG,16,2,15100390,25,503296,256,0,42,234496,274,0,530,12648448,0x00000000000013B4
InternetSales,InternetSales,ROWS,16,1,15100390,36,2138112,240,0,6,49152,3,0,243,5242880,0x00000000000011FC
